12/22/2022 09:16:09 AM ----------------------------------------------------------------------------------------------------
12/22/2022 09:16:09 AM Name                                                                   Weight Shape                   Total Parameters               Trainable                     
12/22/2022 09:18:28 AM ----------------------------------------------------------------------------------------------------
12/22/2022 09:18:51 AM Eval Devset: Epoch #0: Average Loss 3.65672 - BLEU-1: 0.55739 - BLEU-2: 0.34463 - BLEU-3: 0.19546 - BLEU-4: 0.11627 - ROUGE_L: 0.47321 - METEOR: 0.32469 - CIDEr: 0.16253 - SPICE: 0.00000 - Epoch Testing Time: 0.38 min(s)
12/22/2022 09:18:51 AM Saving new best-model with accuracy: 0.1163
12/22/2022 09:18:53 AM ----------------------------------------------------------------------------------------------------
12/22/2022 09:19:05 AM Epoch 1 - iter 4/51 - 10% Avg loss 3.43579
12/22/2022 09:19:18 AM Epoch 1 - iter 9/51 - 10% Avg loss 3.31812
12/22/2022 09:19:30 AM Epoch 1 - iter 14/51 - 10% Avg loss 3.28682
12/22/2022 09:19:42 AM Epoch 1 - iter 19/51 - 10% Avg loss 3.27572
12/22/2022 09:19:55 AM Epoch 1 - iter 24/51 - 10% Avg loss 3.22426
12/22/2022 09:20:07 AM Epoch 1 - iter 29/51 - 10% Avg loss 3.25831
12/22/2022 09:20:19 AM Epoch 1 - iter 34/51 - 10% Avg loss 3.25417
12/22/2022 09:20:32 AM Epoch 1 - iter 39/51 - 10% Avg loss 3.11761
12/22/2022 09:20:44 AM Epoch 1 - iter 44/51 - 10% Avg loss 3.10902
12/22/2022 09:20:57 AM Epoch 1 - iter 49/51 - 10% Avg loss 3.13468
12/22/2022 09:20:59 AM Epoch #1: Epoch Average Loss 3.23829 - Epoch Training Time: 2.1 min(s)
12/22/2022 09:21:00 AM ----------------------------------------------------------------------------------------------------
12/22/2022 09:21:22 AM Eval Devset: Epoch #1: Average Loss 3.20775 - BLEU-1: 0.56624 - BLEU-2: 0.35128 - BLEU-3: 0.21272 - BLEU-4: 0.13329 - ROUGE_L: 0.47977 - METEOR: 0.32940 - CIDEr: 0.18310 - SPICE: 0.00000 - Epoch Testing Time: 0.37 min(s)
12/22/2022 09:21:22 AM Saving new best-model with accuracy: 0.1333
12/22/2022 09:21:23 AM ----------------------------------------------------------------------------------------------------
12/22/2022 09:21:36 AM Epoch 2 - iter 4/51 - 10% Avg loss 2.88832
12/22/2022 09:21:49 AM Epoch 2 - iter 9/51 - 10% Avg loss 2.93096
12/22/2022 09:22:01 AM Epoch 2 - iter 14/51 - 10% Avg loss 2.90275
12/22/2022 09:22:14 AM Epoch 2 - iter 19/51 - 10% Avg loss 2.88866
12/22/2022 09:22:26 AM Epoch 2 - iter 24/51 - 10% Avg loss 2.88205
12/22/2022 09:22:39 AM Epoch 2 - iter 29/51 - 10% Avg loss 2.86417
12/22/2022 09:22:51 AM Epoch 2 - iter 34/51 - 10% Avg loss 2.86463
12/22/2022 09:23:04 AM Epoch 2 - iter 39/51 - 10% Avg loss 2.80484
12/22/2022 09:23:16 AM Epoch 2 - iter 44/51 - 10% Avg loss 2.84338
12/22/2022 09:23:29 AM Epoch 2 - iter 49/51 - 10% Avg loss 2.81717
12/22/2022 09:23:30 AM Epoch #2: Epoch Average Loss 2.86412 - Epoch Training Time: 2.1 min(s)
12/22/2022 09:23:31 AM ----------------------------------------------------------------------------------------------------
12/22/2022 09:23:52 AM Eval Devset: Epoch #2: Average Loss 2.97389 - BLEU-1: 0.54826 - BLEU-2: 0.35135 - BLEU-3: 0.21568 - BLEU-4: 0.13445 - ROUGE_L: 0.48141 - METEOR: 0.32575 - CIDEr: 0.23948 - SPICE: 0.00000 - Epoch Testing Time: 0.34 min(s)
12/22/2022 09:23:52 AM Saving new best-model with accuracy: 0.1344
12/22/2022 09:23:53 AM ----------------------------------------------------------------------------------------------------
12/22/2022 09:24:06 AM Epoch 3 - iter 4/51 - 10% Avg loss 2.62324
12/22/2022 09:24:18 AM Epoch 3 - iter 9/51 - 10% Avg loss 2.63466
12/22/2022 09:24:32 AM Epoch 3 - iter 14/51 - 10% Avg loss 2.63487
12/22/2022 09:24:44 AM Epoch 3 - iter 19/51 - 10% Avg loss 2.61787
12/22/2022 09:24:57 AM Epoch 3 - iter 24/51 - 10% Avg loss 2.54632
12/22/2022 09:25:09 AM Epoch 3 - iter 29/51 - 10% Avg loss 2.58809
12/22/2022 09:25:22 AM Epoch 3 - iter 34/51 - 10% Avg loss 2.60384
12/22/2022 09:25:34 AM Epoch 3 - iter 39/51 - 10% Avg loss 2.60631
12/22/2022 09:25:47 AM Epoch 3 - iter 44/51 - 10% Avg loss 2.57177
12/22/2022 09:26:00 AM Epoch 3 - iter 49/51 - 10% Avg loss 2.56766
12/22/2022 09:26:01 AM Epoch #3: Epoch Average Loss 2.60059 - Epoch Training Time: 2.1 min(s)
12/22/2022 09:26:03 AM ----------------------------------------------------------------------------------------------------
12/22/2022 09:26:23 AM Eval Devset: Epoch #3: Average Loss 2.85874 - BLEU-1: 0.56339 - BLEU-2: 0.36532 - BLEU-3: 0.22972 - BLEU-4: 0.14674 - ROUGE_L: 0.48832 - METEOR: 0.33370 - CIDEr: 0.28171 - SPICE: 0.00000 - Epoch Testing Time: 0.34 min(s)
12/22/2022 09:26:23 AM Saving new best-model with accuracy: 0.1467
12/22/2022 09:26:24 AM ----------------------------------------------------------------------------------------------------
12/22/2022 09:26:37 AM Epoch 4 - iter 4/51 - 10% Avg loss 2.37632
12/22/2022 09:26:50 AM Epoch 4 - iter 9/51 - 10% Avg loss 2.41231
12/22/2022 09:27:02 AM Epoch 4 - iter 14/51 - 10% Avg loss 2.40960
12/22/2022 09:27:15 AM Epoch 4 - iter 19/51 - 10% Avg loss 2.36613
12/22/2022 09:27:27 AM Epoch 4 - iter 24/51 - 10% Avg loss 2.39089
12/22/2022 09:27:40 AM Epoch 4 - iter 29/51 - 10% Avg loss 2.36592
12/22/2022 09:27:52 AM Epoch 4 - iter 34/51 - 10% Avg loss 2.39387
12/22/2022 09:28:05 AM Epoch 4 - iter 39/51 - 10% Avg loss 2.37831
12/22/2022 09:28:18 AM Epoch 4 - iter 44/51 - 10% Avg loss 2.37697
12/22/2022 09:28:31 AM Epoch 4 - iter 49/51 - 10% Avg loss 2.42016
12/22/2022 09:28:32 AM Epoch #4: Epoch Average Loss 2.39140 - Epoch Training Time: 2.1 min(s)
12/22/2022 09:28:34 AM ----------------------------------------------------------------------------------------------------
12/22/2022 09:28:54 AM Eval Devset: Epoch #4: Average Loss 2.78022 - BLEU-1: 0.57661 - BLEU-2: 0.37950 - BLEU-3: 0.24465 - BLEU-4: 0.15769 - ROUGE_L: 0.49815 - METEOR: 0.34054 - CIDEr: 0.29404 - SPICE: 0.00000 - Epoch Testing Time: 0.33 min(s)
12/22/2022 09:28:54 AM Saving new best-model with accuracy: 0.1577
12/22/2022 09:28:55 AM ----------------------------------------------------------------------------------------------------
12/22/2022 09:29:08 AM Epoch 5 - iter 4/51 - 10% Avg loss 2.16037
12/22/2022 09:29:20 AM Epoch 5 - iter 9/51 - 10% Avg loss 2.15802
12/22/2022 09:29:33 AM Epoch 5 - iter 14/51 - 10% Avg loss 2.17406
12/22/2022 09:29:46 AM Epoch 5 - iter 19/51 - 10% Avg loss 2.21394
12/22/2022 09:29:58 AM Epoch 5 - iter 24/51 - 10% Avg loss 2.20113
12/22/2022 09:30:11 AM Epoch 5 - iter 29/51 - 10% Avg loss 2.22919
12/22/2022 09:30:23 AM Epoch 5 - iter 34/51 - 10% Avg loss 2.20324
12/22/2022 09:30:35 AM Epoch 5 - iter 39/51 - 10% Avg loss 2.19277
12/22/2022 09:30:48 AM Epoch 5 - iter 44/51 - 10% Avg loss 2.22659
12/22/2022 09:31:01 AM Epoch 5 - iter 49/51 - 10% Avg loss 2.24469
12/22/2022 09:31:02 AM Epoch #5: Epoch Average Loss 2.19971 - Epoch Training Time: 2.1 min(s)
12/22/2022 09:31:03 AM ----------------------------------------------------------------------------------------------------
12/22/2022 09:31:25 AM Eval Devset: Epoch #5: Average Loss 2.73234 - BLEU-1: 0.61153 - BLEU-2: 0.41181 - BLEU-3: 0.27412 - BLEU-4: 0.18310 - ROUGE_L: 0.51662 - METEOR: 0.34978 - CIDEr: 0.34205 - SPICE: 0.00000 - Epoch Testing Time: 0.37 min(s)
12/22/2022 09:31:25 AM Saving new best-model with accuracy: 0.1831
12/22/2022 09:31:27 AM ----------------------------------------------------------------------------------------------------
12/22/2022 09:31:40 AM Epoch 6 - iter 4/51 - 10% Avg loss 1.98179
12/22/2022 09:31:53 AM Epoch 6 - iter 9/51 - 10% Avg loss 1.97176
12/22/2022 09:32:05 AM Epoch 6 - iter 14/51 - 10% Avg loss 2.00379
12/22/2022 09:32:18 AM Epoch 6 - iter 19/51 - 10% Avg loss 1.99455
12/22/2022 09:32:30 AM Epoch 6 - iter 24/51 - 10% Avg loss 2.00118
12/22/2022 09:32:43 AM Epoch 6 - iter 29/51 - 10% Avg loss 2.01809
12/22/2022 09:32:55 AM Epoch 6 - iter 34/51 - 10% Avg loss 2.04099
12/22/2022 09:33:08 AM Epoch 6 - iter 39/51 - 10% Avg loss 2.06425
12/22/2022 09:33:20 AM Epoch 6 - iter 44/51 - 10% Avg loss 2.05914
12/22/2022 09:33:33 AM Epoch 6 - iter 49/51 - 10% Avg loss 2.10931
12/22/2022 09:33:34 AM Epoch #6: Epoch Average Loss 2.02692 - Epoch Training Time: 2.1 min(s)
12/22/2022 09:33:36 AM ----------------------------------------------------------------------------------------------------
12/22/2022 09:33:56 AM Eval Devset: Epoch #6: Average Loss 2.69769 - BLEU-1: 0.61343 - BLEU-2: 0.41968 - BLEU-3: 0.28230 - BLEU-4: 0.19236 - ROUGE_L: 0.52234 - METEOR: 0.35190 - CIDEr: 0.39711 - SPICE: 0.00000 - Epoch Testing Time: 0.34 min(s)
12/22/2022 09:33:56 AM Saving new best-model with accuracy: 0.1924
12/22/2022 09:33:57 AM ----------------------------------------------------------------------------------------------------
12/22/2022 09:34:10 AM Epoch 7 - iter 4/51 - 10% Avg loss 1.83775
12/22/2022 09:34:23 AM Epoch 7 - iter 9/51 - 10% Avg loss 1.83119
12/22/2022 09:34:35 AM Epoch 7 - iter 14/51 - 10% Avg loss 1.82488
12/22/2022 09:34:48 AM Epoch 7 - iter 19/51 - 10% Avg loss 1.83914
12/22/2022 09:35:01 AM Epoch 7 - iter 24/51 - 10% Avg loss 1.85737
12/22/2022 09:35:13 AM Epoch 7 - iter 29/51 - 10% Avg loss 1.86305
12/22/2022 09:35:26 AM Epoch 7 - iter 34/51 - 10% Avg loss 1.87145
12/22/2022 09:35:38 AM Epoch 7 - iter 39/51 - 10% Avg loss 1.89795
12/22/2022 09:35:51 AM Epoch 7 - iter 44/51 - 10% Avg loss 1.89227
12/22/2022 09:36:04 AM Epoch 7 - iter 49/51 - 10% Avg loss 1.90398
12/22/2022 09:36:05 AM Epoch #7: Epoch Average Loss 1.86284 - Epoch Training Time: 2.1 min(s)
12/22/2022 09:36:07 AM ----------------------------------------------------------------------------------------------------
12/22/2022 09:36:27 AM Eval Devset: Epoch #7: Average Loss 2.69386 - BLEU-1: 0.60495 - BLEU-2: 0.41420 - BLEU-3: 0.27786 - BLEU-4: 0.18480 - ROUGE_L: 0.52050 - METEOR: 0.35217 - CIDEr: 0.38413 - SPICE: 0.00000 - Epoch Testing Time: 0.33 min(s)
12/22/2022 09:36:27 AM 
12/22/2022 09:36:27 AM Bad Epoch. Total num bad epoch: 1
12/22/2022 09:36:27 AM ----------------------------------------------------------------------------------------------------
12/22/2022 09:36:39 AM Epoch 8 - iter 4/51 - 10% Avg loss 1.66788
12/22/2022 09:36:52 AM Epoch 8 - iter 9/51 - 10% Avg loss 1.67086
12/22/2022 09:37:04 AM Epoch 8 - iter 14/51 - 10% Avg loss 1.64727
12/22/2022 09:37:17 AM Epoch 8 - iter 19/51 - 10% Avg loss 1.69164
12/22/2022 09:37:29 AM Epoch 8 - iter 24/51 - 10% Avg loss 1.68327
12/22/2022 09:37:42 AM Epoch 8 - iter 29/51 - 10% Avg loss 1.67908
12/22/2022 09:37:54 AM Epoch 8 - iter 34/51 - 10% Avg loss 1.74138
12/22/2022 09:38:07 AM Epoch 8 - iter 39/51 - 10% Avg loss 1.72903
12/22/2022 09:38:20 AM Epoch 8 - iter 44/51 - 10% Avg loss 1.75992
12/22/2022 09:38:32 AM Epoch 8 - iter 49/51 - 10% Avg loss 1.77808
12/22/2022 09:38:34 AM Epoch #8: Epoch Average Loss 1.70579 - Epoch Training Time: 2.1 min(s)
12/22/2022 09:38:35 AM ----------------------------------------------------------------------------------------------------
12/22/2022 09:38:55 AM Eval Devset: Epoch #8: Average Loss 2.70825 - BLEU-1: 0.60788 - BLEU-2: 0.41653 - BLEU-3: 0.28126 - BLEU-4: 0.19017 - ROUGE_L: 0.52425 - METEOR: 0.35181 - CIDEr: 0.38799 - SPICE: 0.00000 - Epoch Testing Time: 0.34 min(s)
12/22/2022 09:38:55 AM 
12/22/2022 09:38:55 AM Bad Epoch. Total num bad epoch: 2
12/22/2022 09:38:55 AM ----------------------------------------------------------------------------------------------------
12/22/2022 09:39:08 AM Epoch 9 - iter 4/51 - 10% Avg loss 1.51086
12/22/2022 09:39:20 AM Epoch 9 - iter 9/51 - 10% Avg loss 1.52008
12/22/2022 09:39:33 AM Epoch 9 - iter 14/51 - 10% Avg loss 1.54537
12/22/2022 09:39:46 AM Epoch 9 - iter 19/51 - 10% Avg loss 1.53041
12/22/2022 09:39:58 AM Epoch 9 - iter 24/51 - 10% Avg loss 1.55756
12/22/2022 09:40:11 AM Epoch 9 - iter 29/51 - 10% Avg loss 1.54577
12/22/2022 09:40:23 AM Epoch 9 - iter 34/51 - 10% Avg loss 1.57365
12/22/2022 09:40:36 AM Epoch 9 - iter 39/51 - 10% Avg loss 1.59354
12/22/2022 09:40:48 AM Epoch 9 - iter 44/51 - 10% Avg loss 1.56527
12/22/2022 09:41:01 AM Epoch 9 - iter 49/51 - 10% Avg loss 1.60135
12/22/2022 09:41:02 AM Epoch #9: Epoch Average Loss 1.55540 - Epoch Training Time: 2.1 min(s)
12/22/2022 09:41:04 AM ----------------------------------------------------------------------------------------------------
12/22/2022 09:41:24 AM Eval Devset: Epoch #9: Average Loss 2.71394 - BLEU-1: 0.60032 - BLEU-2: 0.41186 - BLEU-3: 0.28071 - BLEU-4: 0.19072 - ROUGE_L: 0.52149 - METEOR: 0.35504 - CIDEr: 0.39690 - SPICE: 0.00000 - Epoch Testing Time: 0.34 min(s)
12/22/2022 09:41:24 AM 
12/22/2022 09:41:24 AM Bad Epoch. Total num bad epoch: 3
12/22/2022 09:41:24 AM ----------------------------------------------------------------------------------------------------
12/22/2022 09:41:37 AM Epoch 10 - iter 4/51 - 10% Avg loss 1.35872
12/22/2022 09:41:50 AM Epoch 10 - iter 9/51 - 10% Avg loss 1.38986
12/22/2022 09:42:02 AM Epoch 10 - iter 14/51 - 10% Avg loss 1.38667
12/22/2022 09:42:15 AM Epoch 10 - iter 19/51 - 10% Avg loss 1.40027
12/22/2022 09:42:27 AM Epoch 10 - iter 24/51 - 10% Avg loss 1.38938
12/22/2022 09:42:40 AM Epoch 10 - iter 29/51 - 10% Avg loss 1.45347
12/22/2022 09:42:52 AM Epoch 10 - iter 34/51 - 10% Avg loss 1.41247
12/22/2022 09:43:05 AM Epoch 10 - iter 39/51 - 10% Avg loss 1.43835
12/22/2022 09:43:17 AM Epoch 10 - iter 44/51 - 10% Avg loss 1.42378
12/22/2022 09:43:30 AM Epoch 10 - iter 49/51 - 10% Avg loss 1.46365
12/22/2022 09:43:31 AM Epoch #10: Epoch Average Loss 1.41234 - Epoch Training Time: 2.1 min(s)
12/22/2022 09:43:33 AM ----------------------------------------------------------------------------------------------------
12/22/2022 09:43:53 AM Eval Devset: Epoch #10: Average Loss 2.74146 - BLEU-1: 0.61032 - BLEU-2: 0.41959 - BLEU-3: 0.28511 - BLEU-4: 0.19314 - ROUGE_L: 0.52454 - METEOR: 0.35626 - CIDEr: 0.39586 - SPICE: 0.00000 - Epoch Testing Time: 0.33 min(s)
12/22/2022 09:43:53 AM Saving new best-model with accuracy: 0.1931
12/22/2022 09:43:54 AM ----------------------------------------------------------------------------------------------------
12/22/2022 09:44:07 AM Epoch 11 - iter 4/51 - 10% Avg loss 1.22857
12/22/2022 09:44:19 AM Epoch 11 - iter 9/51 - 10% Avg loss 1.22379
12/22/2022 09:44:32 AM Epoch 11 - iter 14/51 - 10% Avg loss 1.25376
12/22/2022 09:44:45 AM Epoch 11 - iter 19/51 - 10% Avg loss 1.25104
12/22/2022 09:44:57 AM Epoch 11 - iter 24/51 - 10% Avg loss 1.28213
12/22/2022 09:45:10 AM Epoch 11 - iter 29/51 - 10% Avg loss 1.29233
12/22/2022 09:45:23 AM Epoch 11 - iter 34/51 - 10% Avg loss 1.28918
12/22/2022 09:45:35 AM Epoch 11 - iter 39/51 - 10% Avg loss 1.30110
12/22/2022 09:45:48 AM Epoch 11 - iter 44/51 - 10% Avg loss 1.32047
12/22/2022 09:46:00 AM Epoch 11 - iter 49/51 - 10% Avg loss 1.32901
12/22/2022 09:46:02 AM Epoch #11: Epoch Average Loss 1.27873 - Epoch Training Time: 2.1 min(s)
12/22/2022 09:46:03 AM ----------------------------------------------------------------------------------------------------
12/22/2022 09:46:23 AM Eval Devset: Epoch #11: Average Loss 2.77398 - BLEU-1: 0.60915 - BLEU-2: 0.41686 - BLEU-3: 0.28033 - BLEU-4: 0.18910 - ROUGE_L: 0.52053 - METEOR: 0.35388 - CIDEr: 0.38271 - SPICE: 0.00000 - Epoch Testing Time: 0.33 min(s)
12/22/2022 09:46:23 AM 
12/22/2022 09:46:23 AM Bad Epoch. Total num bad epoch: 1
12/22/2022 09:46:23 AM ----------------------------------------------------------------------------------------------------
12/22/2022 09:46:36 AM Epoch 12 - iter 4/51 - 10% Avg loss 1.09756
12/22/2022 09:46:49 AM Epoch 12 - iter 9/51 - 10% Avg loss 1.10958
12/22/2022 09:47:01 AM Epoch 12 - iter 14/51 - 10% Avg loss 1.13497
12/22/2022 09:47:14 AM Epoch 12 - iter 19/51 - 10% Avg loss 1.12681
12/22/2022 09:47:26 AM Epoch 12 - iter 24/51 - 10% Avg loss 1.13377
12/22/2022 09:47:39 AM Epoch 12 - iter 29/51 - 10% Avg loss 1.14969
12/22/2022 09:47:51 AM Epoch 12 - iter 34/51 - 10% Avg loss 1.16379
12/22/2022 09:48:04 AM Epoch 12 - iter 39/51 - 10% Avg loss 1.17349
12/22/2022 09:48:16 AM Epoch 12 - iter 44/51 - 10% Avg loss 1.18055
12/22/2022 09:48:29 AM Epoch 12 - iter 49/51 - 10% Avg loss 1.18495
12/22/2022 09:48:30 AM Epoch #12: Epoch Average Loss 1.14771 - Epoch Training Time: 2.1 min(s)
12/22/2022 09:48:32 AM ----------------------------------------------------------------------------------------------------
12/22/2022 09:48:52 AM Eval Devset: Epoch #12: Average Loss 2.81126 - BLEU-1: 0.58924 - BLEU-2: 0.39949 - BLEU-3: 0.26658 - BLEU-4: 0.17842 - ROUGE_L: 0.51407 - METEOR: 0.35023 - CIDEr: 0.37311 - SPICE: 0.00000 - Epoch Testing Time: 0.34 min(s)
12/22/2022 09:48:52 AM 
12/22/2022 09:48:52 AM Bad Epoch. Total num bad epoch: 2
12/22/2022 09:48:52 AM ----------------------------------------------------------------------------------------------------
12/22/2022 09:49:05 AM Epoch 13 - iter 4/51 - 10% Avg loss 1.00405
12/22/2022 09:49:17 AM Epoch 13 - iter 9/51 - 10% Avg loss 1.00802
12/22/2022 09:49:30 AM Epoch 13 - iter 14/51 - 10% Avg loss 0.99888
12/22/2022 09:49:42 AM Epoch 13 - iter 19/51 - 10% Avg loss 1.01312
12/22/2022 09:49:55 AM Epoch 13 - iter 24/51 - 10% Avg loss 1.02977
12/22/2022 09:50:07 AM Epoch 13 - iter 29/51 - 10% Avg loss 1.02245
12/22/2022 09:50:20 AM Epoch 13 - iter 34/51 - 10% Avg loss 1.03843
12/22/2022 09:50:32 AM Epoch 13 - iter 39/51 - 10% Avg loss 1.04718
12/22/2022 09:50:45 AM Epoch 13 - iter 44/51 - 10% Avg loss 1.04455
12/22/2022 09:50:58 AM Epoch 13 - iter 49/51 - 10% Avg loss 1.06253
12/22/2022 09:50:59 AM Epoch #13: Epoch Average Loss 1.02833 - Epoch Training Time: 2.1 min(s)
12/22/2022 09:51:00 AM ----------------------------------------------------------------------------------------------------
12/22/2022 09:51:20 AM Eval Devset: Epoch #13: Average Loss 2.86226 - BLEU-1: 0.59824 - BLEU-2: 0.40770 - BLEU-3: 0.27570 - BLEU-4: 0.18739 - ROUGE_L: 0.52009 - METEOR: 0.35306 - CIDEr: 0.39141 - SPICE: 0.00000 - Epoch Testing Time: 0.33 min(s)
12/22/2022 09:51:20 AM 
12/22/2022 09:51:20 AM Bad Epoch. Total num bad epoch: 3
12/22/2022 09:51:20 AM ----------------------------------------------------------------------------------------------------
12/22/2022 09:51:33 AM Epoch 14 - iter 4/51 - 10% Avg loss 0.86091
12/22/2022 09:51:45 AM Epoch 14 - iter 9/51 - 10% Avg loss 0.86996
12/22/2022 09:51:58 AM Epoch 14 - iter 14/51 - 10% Avg loss 0.90462
12/22/2022 09:52:11 AM Epoch 14 - iter 19/51 - 10% Avg loss 0.91691
12/22/2022 09:52:24 AM Epoch 14 - iter 24/51 - 10% Avg loss 0.91922
12/22/2022 09:52:36 AM Epoch 14 - iter 29/51 - 10% Avg loss 0.93223
12/22/2022 09:52:49 AM Epoch 14 - iter 34/51 - 10% Avg loss 0.92724
12/22/2022 09:53:01 AM Epoch 14 - iter 39/51 - 10% Avg loss 0.94173
12/22/2022 09:53:14 AM Epoch 14 - iter 44/51 - 10% Avg loss 0.93193
12/22/2022 09:53:26 AM Epoch 14 - iter 49/51 - 10% Avg loss 0.95916
12/22/2022 09:53:28 AM Epoch #14: Epoch Average Loss 0.91867 - Epoch Training Time: 2.1 min(s)
12/22/2022 09:53:29 AM ----------------------------------------------------------------------------------------------------
12/22/2022 09:53:49 AM Eval Devset: Epoch #14: Average Loss 2.91738 - BLEU-1: 0.59504 - BLEU-2: 0.40388 - BLEU-3: 0.27004 - BLEU-4: 0.18301 - ROUGE_L: 0.51794 - METEOR: 0.35334 - CIDEr: 0.39769 - SPICE: 0.00000 - Epoch Testing Time: 0.33 min(s)
12/22/2022 09:53:49 AM 
12/22/2022 09:53:49 AM Bad Epoch. Total num bad epoch: 4
12/22/2022 09:53:49 AM ----------------------------------------------------------------------------------------------------
12/22/2022 09:54:02 AM Epoch 15 - iter 4/51 - 10% Avg loss 0.76614
12/22/2022 09:54:15 AM Epoch 15 - iter 9/51 - 10% Avg loss 0.80571
12/22/2022 09:54:27 AM Epoch 15 - iter 14/51 - 10% Avg loss 0.78798
12/22/2022 09:54:40 AM Epoch 15 - iter 19/51 - 10% Avg loss 0.80632
12/22/2022 09:54:52 AM Epoch 15 - iter 24/51 - 10% Avg loss 0.81747
12/22/2022 09:55:05 AM Epoch 15 - iter 29/51 - 10% Avg loss 0.81875
12/22/2022 09:55:17 AM Epoch 15 - iter 34/51 - 10% Avg loss 0.84633
12/22/2022 09:55:30 AM Epoch 15 - iter 39/51 - 10% Avg loss 0.83496
12/22/2022 09:55:43 AM Epoch 15 - iter 44/51 - 10% Avg loss 0.83370
12/22/2022 09:55:56 AM Epoch 15 - iter 49/51 - 10% Avg loss 0.86388
12/22/2022 09:55:57 AM Epoch #15: Epoch Average Loss 0.81768 - Epoch Training Time: 2.1 min(s)
12/22/2022 09:55:58 AM ----------------------------------------------------------------------------------------------------
12/22/2022 09:56:18 AM Eval Devset: Epoch #15: Average Loss 2.96670 - BLEU-1: 0.59303 - BLEU-2: 0.40127 - BLEU-3: 0.26904 - BLEU-4: 0.18280 - ROUGE_L: 0.51583 - METEOR: 0.35256 - CIDEr: 0.38464 - SPICE: 0.00000 - Epoch Testing Time: 0.33 min(s)
12/22/2022 09:56:18 AM 
12/22/2022 09:56:18 AM Bad Epoch. Total num bad epoch: 5
12/22/2022 09:56:18 AM ----------------------------------------------------------------------------------------------------
12/22/2022 09:56:31 AM Epoch 16 - iter 4/51 - 10% Avg loss 0.71303
12/22/2022 09:56:44 AM Epoch 16 - iter 9/51 - 10% Avg loss 0.68597
12/22/2022 09:56:56 AM Epoch 16 - iter 14/51 - 10% Avg loss 0.70342
12/22/2022 09:57:09 AM Epoch 16 - iter 19/51 - 10% Avg loss 0.72539
12/22/2022 09:57:21 AM Epoch 16 - iter 24/51 - 10% Avg loss 0.71411
12/22/2022 09:57:34 AM Epoch 16 - iter 29/51 - 10% Avg loss 0.73408
12/22/2022 09:57:46 AM Epoch 16 - iter 34/51 - 10% Avg loss 0.73990
12/22/2022 09:57:59 AM Epoch 16 - iter 39/51 - 10% Avg loss 0.74988
12/22/2022 09:58:11 AM Epoch 16 - iter 44/51 - 10% Avg loss 0.74513
12/22/2022 09:58:24 AM Epoch 16 - iter 49/51 - 10% Avg loss 0.75964
12/22/2022 09:58:25 AM Epoch #16: Epoch Average Loss 0.72794 - Epoch Training Time: 2.1 min(s)
12/22/2022 09:58:27 AM ----------------------------------------------------------------------------------------------------
12/22/2022 09:58:47 AM Eval Devset: Epoch #16: Average Loss 3.02226 - BLEU-1: 0.58497 - BLEU-2: 0.39772 - BLEU-3: 0.26636 - BLEU-4: 0.17888 - ROUGE_L: 0.51516 - METEOR: 0.35378 - CIDEr: 0.36443 - SPICE: 0.00000 - Epoch Testing Time: 0.33 min(s)
12/22/2022 09:58:47 AM 
12/22/2022 09:58:47 AM Bad Epoch. Total num bad epoch: 6
12/22/2022 09:58:47 AM ----------------------------------------------------------------------------------------------------
12/22/2022 09:59:00 AM Epoch 17 - iter 4/51 - 10% Avg loss 0.60709
12/22/2022 09:59:13 AM Epoch 17 - iter 9/51 - 10% Avg loss 0.62090
12/22/2022 09:59:25 AM Epoch 17 - iter 14/51 - 10% Avg loss 0.63541
12/22/2022 09:59:38 AM Epoch 17 - iter 19/51 - 10% Avg loss 0.65045
12/22/2022 09:59:50 AM Epoch 17 - iter 24/51 - 10% Avg loss 0.63589
12/22/2022 10:00:03 AM Epoch 17 - iter 29/51 - 10% Avg loss 0.64180
12/22/2022 10:00:16 AM Epoch 17 - iter 34/51 - 10% Avg loss 0.63844
12/22/2022 10:00:28 AM Epoch 17 - iter 39/51 - 10% Avg loss 0.64369
12/22/2022 10:00:41 AM Epoch 17 - iter 44/51 - 10% Avg loss 0.65349
12/22/2022 10:00:53 AM Epoch 17 - iter 49/51 - 10% Avg loss 0.68141
12/22/2022 10:00:55 AM Epoch #17: Epoch Average Loss 0.64147 - Epoch Training Time: 2.1 min(s)
12/22/2022 10:00:56 AM ----------------------------------------------------------------------------------------------------
12/22/2022 10:01:16 AM Eval Devset: Epoch #17: Average Loss 3.07801 - BLEU-1: 0.58293 - BLEU-2: 0.39122 - BLEU-3: 0.25824 - BLEU-4: 0.17170 - ROUGE_L: 0.50999 - METEOR: 0.35086 - CIDEr: 0.34967 - SPICE: 0.00000 - Epoch Testing Time: 0.33 min(s)
12/22/2022 10:01:16 AM 
12/22/2022 10:01:16 AM Bad Epoch. Total num bad epoch: 7
12/22/2022 10:01:16 AM ----------------------------------------------------------------------------------------------------
12/22/2022 10:01:29 AM Epoch 18 - iter 4/51 - 10% Avg loss 0.53129
12/22/2022 10:01:41 AM Epoch 18 - iter 9/51 - 10% Avg loss 0.53379
12/22/2022 10:01:54 AM Epoch 18 - iter 14/51 - 10% Avg loss 0.55104
12/22/2022 10:02:07 AM Epoch 18 - iter 19/51 - 10% Avg loss 0.55860
12/22/2022 10:02:19 AM Epoch 18 - iter 24/51 - 10% Avg loss 0.57032
